City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
256,Batagay-Alyta,RU,2022-02-01 16:34:00,67.8006,130.4114,-17.61,97,97,1.86
257,Sarab,IR,2022-02-01 16:34:01,38.6066,44.9883,21.88,79,5,5.26
258,Pemangkat,ID,2022-02-01 16:34:01,1.1667,108.9667,77.34,89,42,8.93
259,Evanston,US,2022-02-01 16:31:28,42.0411,-87.6901,44.98,63,40,4.0
260,Topchikha,RU,2022-02-01 16:34:02,52.8192,83.1185,14.58,99,49,2.84
261,Sorong,ID,2022-02-01 16:34:02,-0.8833,131.25,79.32,78,100,9.4
262,Podor,MR,2022-02-01 16:34:02,16.6527,-14.9587,102.15,12,0,2.3
263,Morant Bay,JM,2022-02-01 16:34:03,17.8815,-76.4093,83.82,69,23,9.33
264,Tanggu,CN,2022-02-01 16:34:03,39.0211,117.6469,15.76,47,0,6.73
265,Manhush,UA,2022-02-01 16:34:03,47.0558,37.3107,35.53,100,100,7.99
266,Katsuura,JP,2022-02-01 16:34:04,35.1333,140.3,48.22,53,12,10.94
267,Jiayuguan,CN,2022-02-01 16:34:04,39.8167,98.3,19.92,30,97,2.37
268,Aripuana,BR,2022-02-01 16:34:04,-9.1667,-60.6333,83.64,69,100,2.26
269,Mareeba,AU,2022-02-01 16:34:05,-17.0,145.4333,74.44,96,99,2.44
270,Basco,PH,2022-02-01 16:34:05,20.4487,121.9702,72.75,77,100,18.48
271,Pevek,RU,2022-02-01 16:34:05,69.7008,170.3133,-13.43,88,85,1.81
272,Namibe,AO,2022-02-01 16:34:06,-15.1961,12.1522,75.92,64,22,13.04
273,Magistralnyy,RU,2022-02-01 16:34:06,56.1725,107.4458,-12.57,100,93,2.73
274,Odweyne,SO,2022-02-01 16:34:06,9.4092,45.064,69.49,65,28,12.19
275,Valdivia,CL,2022-02-01 16:34:07,-39.8142,-73.2459,71.69,42,55,5.32
276,Bridlington,GB,2022-02-01 16:34:07,54.0831,-0.1919,51.98,68,97,25.75
277,Yongchang,CN,2022-02-01 16:34:07,30.0381,119.7317,35.87,99,99,4.88
278,Rodrigues Alves,BR,2022-02-01 16:35:08,-7.738,-72.6509,86.2,45,36,4.63
279,Muros,ES,2022-02-01 16:35:08,42.7762,-9.0603,65.68,51,1,7.34
